age,gender,occupation,education_level,device_type,daily_usage_hours,template,cluster
32,Male,Chef,Master,Desktop,4.4,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""Low"", ""2025-11-21""], [""Report Writing"", ""In Progress"", ""Low"", ""2025-11-10""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": true}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}]}]",2
23,Other,Engineer,Bachelor,Mobile,8.4,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-12""], [""Team Meeting"", ""Completed"", ""Low"", ""2025-11-21""], [""Code Review"", ""In Progress"", ""Low"", ""2025-11-11""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}]}]",3
26,Other,Nurse,Master,Laptop,5.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-15""], [""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-18""], [""Team Meeting"", ""In Progress"", ""High"", ""2025-11-20""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": false}]}]",3
27,Male,Doctor,Master,Laptop,4.4,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}]}]",3
49,Male,Professor,PhD,Tablet,3.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""High"", ""2025-11-19""], [""Client Demo"", ""In Progress"", ""High"", ""2025-11-12""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-25""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}]}]",0
63,Other,Officer,PhD,Tablet,3.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""Low"", ""2025-11-22""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-30""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}]}]",1
19,Female,Designer,Bachelor,Tablet,7.7,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Workout"", ""done"": true}]}]",3
60,Male,Officer,PhD,Tablet,3.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-18""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}]}]",1
56,Other,Officer,PhD,Tablet,5.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""Low"", ""2025-11-28""], [""Report Writing"", ""In Progress"", ""High"", ""2025-11-26""]]}]",1
27,Other,Doctor,Master,Laptop,5.9,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}]}]",3
51,Other,Consultant,PhD,Tablet,3.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""High"", ""2025-11-25""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}]}]",0
24,Female,Developer,Bachelor,Tablet,7.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-19""]]}]",3
32,Male,Chef,Master,Desktop,5.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Medium"", ""2025-11-26""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}]}]",2
53,Other,Officer,PhD,Desktop,4.3,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-19""], [""Code Review"", ""Completed"", ""Medium"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Workout"", ""done"": false}]}]",1
39,Female,Doctor,Master,Desktop,6.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""High"", ""2025-11-17""], [""Code Review"", ""In Progress"", ""High"", ""2025-11-19""]]}]",2
61,Other,Researcher,PhD,Tablet,5.0,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Low"", ""2025-11-30""], [""Report Writing"", ""Completed"", ""High"", ""2025-11-18""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}]}]",1
30,Female,Chef,Master,Tablet,4.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""High"", ""2025-11-27""], [""Report Writing"", ""Completed"", ""High"", ""2025-11-12""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Read Book"", ""done"": true}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Workout"", ""done"": true}]}]",2
31,Other,Chef,Master,Desktop,4.4,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}]}]",2
24,Male,Engineer,Bachelor,Tablet,8.4,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Low"", ""2025-11-21""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}]}]",3
45,Male,Professor,PhD,Desktop,5.4,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-24""], [""Report Writing"", ""In Progress"", ""High"", ""2025-11-25""], [""Client Demo"", ""Completed"", ""Medium"", ""2025-11-23""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}]}]",0
41,Other,Professor,PhD,Tablet,5.8,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}]}]",0
57,Male,Officer,PhD,Tablet,4.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""Low"", ""2025-11-16""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Workout"", ""done"": false}]}]",1
48,Female,Consultant,PhD,Tablet,4.9,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": true}, {""task"": ""Workout"", ""done"": true}]}]",0
61,Male,Researcher,PhD,Tablet,4.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""Medium"", ""2025-11-20""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}]}]",1
30,Male,Chef,Master,Desktop,4.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""High"", ""2025-11-30""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-24""], [""Report Writing"", ""In Progress"", ""Low"", ""2025-11-30""]]}]",2
62,Other,Researcher,PhD,Tablet,3.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-26""], [""Team Meeting"", ""Completed"", ""Low"", ""2025-11-28""]]}]",1
43,Male,Officer,PhD,Desktop,5.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Medium"", ""2025-11-24""], [""Report Writing"", ""In Progress"", ""High"", ""2025-11-28""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}]}]",0
32,Other,Nurse,Master,Laptop,4.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""Low"", ""2025-11-30""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}]}]",2
26,Male,Chef,Master,Tablet,6.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""Low"", ""2025-11-14""], [""Team Meeting"", ""In Progress"", ""Low"", ""2025-11-17""]]}]",3
41,Other,Consultant,PhD,Tablet,5.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-12""], [""Code Review"", ""Completed"", ""High"", ""2025-11-22""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}]}]",0
36,Male,Manager,Master,Tablet,6.4,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""Medium"", ""2025-11-17""], [""Code Review"", ""In Progress"", ""Medium"", ""2025-11-18""]]}]",2
37,Other,Nurse,Master,Laptop,5.0,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": true}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}]}]",2
49,Male,Researcher,PhD,Desktop,3.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""Low"", ""2025-11-26""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-19""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}]}]",0
49,Female,Researcher,PhD,Tablet,4.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""High"", ""2025-11-10""], [""Client Demo"", ""In Progress"", ""Low"", ""2025-11-12""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}]}]",0
50,Other,Researcher,PhD,Desktop,4.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Low"", ""2025-11-14""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Meditation"", ""done"": false}]}]",0
61,Male,Researcher,PhD,Desktop,3.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-22""], [""Report Writing"", ""Completed"", ""Low"", ""2025-11-14""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}]}]",1
29,Female,Teacher,Master,Laptop,4.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-10""], [""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-19""], [""Report Writing"", ""In Progress"", ""Low"", ""2025-11-28""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": true}, {""task"": ""Meditation"", ""done"": false}]}]",2
28,Male,Nurse,Master,Desktop,4.8,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Low"", ""2025-11-13""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}]}]",2
48,Male,Researcher,PhD,Tablet,5.4,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}]}]",0
29,Male,Chef,Master,Laptop,6.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""High"", ""2025-11-17""]]}]",2
28,Female,Nurse,Master,Desktop,4.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-16""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}]}]",2
62,Other,Officer,PhD,Tablet,4.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-21""], [""Code Review"", ""In Progress"", ""High"", ""2025-11-22""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": true}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}]}]",1
53,Other,Professor,PhD,Tablet,5.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""Low"", ""2025-11-30""], [""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-17""]]}]",0
50,Other,Consultant,PhD,Tablet,4.8,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""Medium"", ""2025-11-12""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-26""]]}]",0
31,Female,Manager,Master,Desktop,6.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Low"", ""2025-11-29""], [""Code Review"", ""Completed"", ""Medium"", ""2025-11-24""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}]}]",2
